Date,Username,Tweet,Label
2023-12-09 22:52:33+00:00,kumparan,"7 program prioritas Kemenag yang diminta disosialisasikan media di antaranya, moderasi beragama, kemandirian pesantren, cyber islamic university dan religion index. #publisherstory #manadobacirita https://t.co/d8A90ieIpQ",0
2023-12-04 03:31:55+00:00,kua_kita,"Capaian Program Prioritas Kemenag
Menag Yaqut Cholil Qoumas mencanangkan 7 program prioritas yang harus dituntaskan.penguatan moderasi beragama,transformasi digital,Revitalisasi KUA,kemandirian pesantren,cyber islamic university,religiosity index,tahun kerukunan umat beragama. https://t.co/hzSNWCFxR2",0
2023-11-16 10:57:35+00:00,erakinimedia,Kemenag RI membuat terobosan dengan membuka Universitas Islam Siber (Cyber Islamic University) untuk membantu para guru di berbagai daerah yang selama ini kesulitan mengakses perkuliahan. https://t.co/z8rRvD3wLy,0
2023-07-30 05:03:34+00:00,nu_online,IAIN Syekh Nurjati menjadi spilot project persiapan Cyber Islamic University yang mengunakan Pembelajaran Jarak Jauh (PJJ) PAI. https://t.co/IQ4VGMNWiU https://t.co/JWbFQb1sdC,0
2023-07-20 02:01:36+00:00,cyberuniv_id,"HAPPY ISLAMIC NEW YEAR ðâ¨

Cyberian...

Segenap Civitas Akademika Cyber University mengucapkan Selamat Tahun Baru Islam - 1 Muharram 1445 Hijriah.

Cyber University...
The New Generation...

#cyberuniv
#cyberuniversity
#briinstitute
#tahunbaruislam
#1muharram
#muharram https://t.co/INORiYgBSQ",0
2022-10-18 12:27:17+00:00,ImamKusninAhmad,Gus Yaqut: Sinergi dengan Korsel Jadi Jembatan Majukan Cyber Islamic University | https://t.co/9UTREpS66j https://t.co/ocUq409984,0
2022-10-18 06:57:00+00:00,PendisKemenag,"Sinergi dengan Korsel, Menag: Jembatan Majukan Cyber Islamic University
https://t.co/EmrcKTM9df https://t.co/FM8gMzuRCu",0
2022-10-18 04:52:12+00:00,aksesdisini_com,"Sinergi dengan Korsel, Menag: Jembatan Majukan Cyber ââIslamicÂ University https://t.co/MOy26PjrXd",0
2022-10-18 04:45:58+00:00,goseolcom,"Sinergi dengan Korsel, Menag: Jembatan Majukan Cyber IslamicÂ University https://t.co/v8c7tsbqj2",0
2022-10-18 02:04:57+00:00,klikwarta_com,"Sinergi dengan Korsel, Menag: Jembatan Majukan Cyber Islamic University https://t.co/NRY6PLWuIB",0
2022-10-17 23:56:15+00:00,minanews_net,Menag: Sinergi dengan Korsel Jembatan Majukan Cyber IslamicÂ University https://t.co/rs5HS9E42M,0
2022-10-17 23:30:00+00:00,idx_channel,"Menag gandeng Korsel kembangkan Cyber Islamic University di Indonesia 
https://t.co/eKqHeEOU32",0
2022-10-17 22:23:55+00:00,mbsnews_id,"Sinergi dengan Korsel, Menag: Jembatan Majukan Cyber Islamic University https://t.co/Nb21fmYqvi",0
2022-10-17 21:47:07+00:00,mbsnewsid,"Sinergi dengan Korsel, Menag: Jembatan Majukan Cyber Islamic University https://t.co/pn8WzuFqGf",0
2022-10-17 11:34:52+00:00,Pasjabar1,"Kemenag Kerjasama dengan Cyber ââHankuk of Foreign Studies, Jembatan Majukan Cyber Islamic University https://t.co/Bgwf1QcEmq",0
2022-10-17 10:48:28+00:00,rakyatmerdeka,"Menag: Duet Bareng Korsel, Jembatan Majukan Cyber Islamic University https://t.co/g2SW2DPfat",0
2022-10-17 10:42:51+00:00,kangandribdg,"Kemenag Kerjasama dengan Cyber ââHankuk of Foreign Studies, Jembatan Majukan Cyber Islamic University https://t.co/NdbjO4rRFh",0
